TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr18 E1|18 39.05 cM	mouse chr18 E1|18 39.05 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 F3|3 47.08 cM	mouse chr3 F3|3 47.08 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 C|18 24.84 cM	mouse chr18 C|18 24.84 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 B1|13 30.97 cM	mouse chr13 B1|13 30.97 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 E3|18 52.49 cM	mouse chr18 E3|18 52.49 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 E3|7 56.03 cM	mouse chr7 E3|7 56.03 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 B2|16 20.01 cM	mouse chr16 B2|16 20.01 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 B1|15 11.97 cM	mouse chr15 B1|15 11.97 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A5|13 25.04 cM	mouse chr13 A5|13 25.04 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 E2|5 46.61 cM	mouse chr5 E2|5 46.61 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 E3|3 33.72 cM	mouse chr3 E3|3 33.72 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 E3.3|9 51.74 cM	mouse chr9 E3.3|9 51.74 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 A|19 3.77 cM	mouse chr19 A|19 3.77 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 D|9 39.57 cM	mouse chr9 D|9 39.57 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D2.3|4 66.76 cM	mouse chr4 D2.3|4 66.76 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 E1|18 37.47 cM	mouse chr18 E1|18 37.47 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 G2|5 75.4 cM	mouse chr5 G2|5 75.4 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 H3|2 88.41 cM	mouse chr2 H3|2 88.41 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 E1|2 50.37 cM	mouse chr2 E1|2 50.37 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 C2|1 31.35 cM	mouse chr1 C2|1 31.35 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A7.2|X 35.81 cM	mouse chrX A7.2|X 35.81 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 G3|5 89.23 cM	mouse chr5 G3|5 89.23 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 F1|3 37.46 cM	mouse chr3 F1|3 37.46 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 H3|1 81.6 cM	mouse chr1 H3|1 81.6 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 C|18 24.88 cM	mouse chr18 C|18 24.88 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A5|13 24.6 cM	mouse chr13 A5|13 24.6 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 14.87 cM|6 B1	mouse chr6 14.87 cM|6 B1	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 E2|11 81.7 cM	mouse chr11 E2|11 81.7 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5|5 C3.3	mouse chr5|5 C3.3	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 F|5 63.36 cM	mouse chr5 F|5 63.36 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 C6|4 48.61 cM	mouse chr4 C6|4 48.61 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 A4|10 11.33 cM	mouse chr10 A4|10 11.33 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 C|11 51.87 cM	mouse chr11 C|11 51.87 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 A5.1|9 24.21 cM	mouse chr9 A5.1|9 24.21 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 A5|4 22.01 cM	mouse chr4 A5|4 22.01 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 D|17 29.27 cM	mouse chr17 D|17 29.27 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 A4|9 11.8 cM	mouse chr9 A4|9 11.8 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F4|7 85.85 cM	mouse chr7 F4|7 85.85 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 H3|1 80.05 cM	mouse chr1 H3|1 80.05 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 B2|15 12.02 cM	mouse chr15 B2|15 12.02 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 E3|2 56.81 cM	mouse chr2 E3|2 56.81 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 C|18 25.08 cM	mouse chr18 C|18 25.08 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 F2|15 57.15 cM	mouse chr15 F2|15 57.15 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D2.2|4 62.86 cM	mouse chr4 D2.2|4 62.86 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 C3|12 30.31 cM	mouse chr12 C3|12 30.31 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 A1|16 6.61 cM	mouse chr16 A1|16 6.61 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 D1|13 51.6 cM	mouse chr13 D1|13 51.6 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 D3|10 73.66 cM	mouse chr10 D3|10 73.66 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 C3|19 38.32 cM	mouse chr19 C3|19 38.32 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A3|7 11.32 cM	mouse chr7 A3|7 11.32 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 B|14 22.4 cM	mouse chr14 B|14 22.4 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 A1|16 5.65 cM	mouse chr16 A1|16 5.65 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 D|11 59.28 cM	mouse chr11 D|11 59.28 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 A5.3|9 26.38 cM	mouse chr9 A5.3|9 26.38 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 D|11 59.48 cM	mouse chr11 D|11 59.48 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 G1|6 67.32 cM	mouse chr6 G1|6 67.32 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 A3|10 8.52 cM	mouse chr10 A3|10 8.52 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 B|19 13.95 cM	mouse chr19 B|19 13.95 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 E1|4 78.5 cM	mouse chr4 E1|4 78.5 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 B1|5 17.6 cM	mouse chr5 B1|5 17.6 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 B3|7 27.86 cM	mouse chr7 B3|7 27.86 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F1|7 61.79 cM	mouse chr7 F1|7 61.79 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 A|19 8.19 cM	mouse chr19 A|19 8.19 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 B1|7 17.2 cM	mouse chr7 B1|7 17.2 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 A1|15 5.39 cM	mouse chr15 A1|15 5.39 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 E3|1 55.71 cM	mouse chr1 E3|1 55.71 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 G3|5 86.73 cM	mouse chr5 G3|5 86.73 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A1.1|X 4.01 cM	mouse chrX A1.1|X 4.01 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 E2|4 79.47 cM	mouse chr4 E2|4 79.47 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 B|2 22.76 cM	mouse chr2 B|2 22.76 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6|6 E1	mouse chr6|6 E1	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A3|7 11.95 cM	mouse chr7 A3|7 11.95 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 A1|18 5.33 cM	mouse chr18 A1|18 5.33 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 A1|17 3.16 cM	mouse chr17 A1|17 3.16 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 E|12 53.78 cM	mouse chr12 E|12 53.78 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A6|X 31.71 cM	mouse chrX A6|X 31.71 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 A3|2 19.13 cM	mouse chr2 A3|2 19.13 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 F2|6 58.37 cM	mouse chr6 F2|6 58.37 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 B3|6 27.81 cM	mouse chr6 B3|6 27.81 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A1.1|X 7.5 cM	mouse chrX A1.1|X 7.5 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F1|7 58.76 cM	mouse chr7 F1|7 58.76 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F5|7 87.9 cM	mouse chr7 F5|7 87.9 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 A1|15 5.43 cM	mouse chr15 A1|15 5.43 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 B4|7 32.92 cM	mouse chr7 B4|7 32.92 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A2|13 7.0 cM	mouse chr13 A2|13 7.0 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 C1|8 37.51 cM	mouse chr8 C1|8 37.51 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX C1|X 39.39 cM	mouse chrX C1|X 39.39 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 B2.1|6 20.92 cM	mouse chr6 B2.1|6 20.92 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 E1|5 43.77 cM	mouse chr5 E1|5 43.77 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 D|11 59.21 cM	mouse chr11 D|11 59.21 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A3|7 15.87 cM	mouse chr7 A3|7 15.87 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 H3|2 85.26 cM	mouse chr2 H3|2 85.26 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 C|3 21.54 cM	mouse chr3 C|3 21.54 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11|11 A5	mouse chr11|11 A5	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 D1|14 34.09 cM	mouse chr14 D1|14 34.09 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 A3.2|17 10.63 cM	mouse chr17 A3.2|17 10.63 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 A1|18 10.53 cM	mouse chr18 A1|18 10.53 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 B1.1|8 26.38 cM	mouse chr8 B1.1|8 26.38 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 D2|12 41.74 cM	mouse chr12 D2|12 41.74 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 C3|14 29.7 cM	mouse chr14 C3|14 29.7 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A3.2|13 13.28 cM	mouse chr13 A3.2|13 13.28 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 E1|15 38.47 cM	mouse chr15 E1|15 38.47 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 A3|4 7.42 cM	mouse chr4 A3|4 7.42 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 B1|5 15.95 cM	mouse chr5 B1|5 15.95 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D2.2|4 56.66 cM	mouse chr4 D2.2|4 56.66 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D3|4 67.99 cM	mouse chr4 D3|4 67.99 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 A3|5 12.33 cM	mouse chr5 A3|5 12.33 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 F1|6 57.13 cM	mouse chr6 F1|6 57.13 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 E1|11 67.54 cM	mouse chr11 E1|11 67.54 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX D|X 47.59 cM	mouse chrX D|X 47.59 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX C3|X 42.18 cM	mouse chrX C3|X 42.18 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 E1|8 57.79 cM	mouse chr8 E1|8 57.79 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 A2|8 10.92 cM	mouse chr8 A2|8 10.92 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 G2|5 75.42 cM	mouse chr5 G2|5 75.42 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 B|9 31.13 cM	mouse chr9 B|9 31.13 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 D|9 42.25 cM	mouse chr9 D|9 42.25 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 D1|12 39.01 cM	mouse chr12 D1|12 39.01 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 D3|15 36.25 cM	mouse chr15 D3|15 36.25 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 C1|14 25.06 cM	mouse chr14 C1|14 25.06 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 C|11 50.39 cM	mouse chr11 C|11 50.39 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 C1|14 25.87 cM	mouse chr14 C1|14 25.87 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 C1|19 29.78 cM	mouse chr19 C1|19 29.78 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 A|19 3.98 cM	mouse chr19 A|19 3.98 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 B3|7 27.95 cM	mouse chr7 B3|7 27.95 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 C3.3|16 51.22 cM	mouse chr16 C3.3|16 51.22 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 A|19 11.01 cM	mouse chr19 A|19 11.01 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 C5|8 45.96 cM	mouse chr8 C5|8 45.96 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 B3|18 22.75 cM	mouse chr18 B3|18 22.75 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15|15 B2	mouse chr15|15 B2	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 C3.1|5 36.0 cM	mouse chr5 C3.1|5 36.0 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 D1|12 39.32 cM	mouse chr12 D1|12 39.32 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 H3|1 78.96 cM	mouse chr1 H3|1 78.96 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F3|7 69.42 cM	mouse chr7 F3|7 69.42 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 F2|6 58.18 cM	mouse chr6 F2|6 58.18 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 B|19 12.26 cM	mouse chr19 B|19 12.26 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 A1|3 2.5 cM	mouse chr3 A1|3 2.5 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 E1|15 37.94 cM	mouse chr15 E1|15 37.94 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 C2|8 40.29 cM	mouse chr8 C2|8 40.29 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 G3|6 77.62 cM	mouse chr6 G3|6 77.62 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 G1|3 50.0 cM	mouse chr3 G1|3 50.0 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A5|X 28.91 cM	mouse chrX A5|X 28.91 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 B5|16	mouse chr16 B5|16	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D2.3|4 65.08 cM	mouse chr4 D2.3|4 65.08 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14|14 E1	mouse chr14|14 E1	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 D|17 29.23 cM	mouse chr17 D|17 29.23 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 A3.3|6	mouse chr6 A3.3|6	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 E1|18 39.93 cM	mouse chr18 E1|18 39.93 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 A1.1|12 6.14 cM	mouse chr12 A1.1|12 6.14 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 F|5 61.83 cM	mouse chr5 F|5 61.83 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 B|19 13.2 cM	mouse chr19 B|19 13.2 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 F3|9 67.71 cM	mouse chr9 F3|9 67.71 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 G2|6 74.17 cM	mouse chr6 G2|6 74.17 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 A2|3 5.65 cM	mouse chr3 A2|3 5.65 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 B1|4 23.55 cM	mouse chr4 B1|4 23.55 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F4|7 85.96 cM	mouse chr7 F4|7 85.96 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 E3.3|9 52.66 cM	mouse chr9 E3.3|9 52.66 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 G3|3 59.87 cM	mouse chr3 G3|3 59.87 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 C1|10 42.0 cM	mouse chr10 C1|10 42.0 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A3|7 9.73 cM	mouse chr7 A3|7 9.73 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 B1|17 18.61 cM	mouse chr17 B1|17 18.61 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 E3|15 48.52 cM	mouse chr15 E3|15 48.52 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 D3|10 77.22 cM	mouse chr10 D3|10 77.22 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 E|12 56.06 cM	mouse chr12 E|12 56.06 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 E3|6 52.26 cM	mouse chr6 E3|6 52.26 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 C1.2|2 35.16 cM	mouse chr2 C1.2|2 35.16 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 E2.3|14 55.36 cM	mouse chr14 E2.3|14 55.36 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 F1|12 59.63 cM	mouse chr12 F1|12 59.63 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 B|2 24.13 cM	mouse chr2 B|2 24.13 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 E2|11 79.85 cM	mouse chr11 E2|11 79.85 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D2.3|4 65.88 cM	mouse chr4 D2.3|4 65.88 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 F1|15 56.31 cM	mouse chr15 F1|15 56.31 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 34.64 cM|7 C	mouse chr7 34.64 cM|7 C	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 B1|17 17.93 cM	mouse chr17 B1|17 17.93 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F5|7 88.24 cM	mouse chr7 F5|7 88.24 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D1|4 53.04 cM	mouse chr4 D1|4 53.04 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 A|19 7.92 cM	mouse chr19 A|19 7.92 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 A5|4 16.84 cM	mouse chr4 A5|4 16.84 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 G2|5 74.63 cM	mouse chr5 G2|5 74.63 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX D|X 44.75 cM	mouse chrX D|X 44.75 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 C|15 19.55 cM	mouse chr15 C|15 19.55 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 G2|5 82.79 cM	mouse chr5 G2|5 82.79 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 D|3 27.72 cM	mouse chr3 D|3 27.72 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 C2- C3|8 40.95 cM	mouse chr8 C2- C3|8 40.95 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 B2.1|6 20.82 cM	mouse chr6 B2.1|6 20.82 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 F2.1|3 40.56 cM	mouse chr3 F2.1|3 40.56 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A5|13 24.49 cM	mouse chr13 A5|13 24.49 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 B1|17 16.78 cM	mouse chr17 B1|17 16.78 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 F1|12 59.37 cM	mouse chr12 F1|12 59.37 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 F|5 53.72 cM	mouse chr5 F|5 53.72 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 C|18 24.59 cM	mouse chr18 C|18 24.59 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 B|3 19.96 cM	mouse chr3 B|3 19.96 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D2.1|4 56.1 cM	mouse chr4 D2.1|4 56.1 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 A1|14 5.61 cM	mouse chr14 A1|14 5.61 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 A|19 5.65 cM	mouse chr19 A|19 5.65 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 8.66 cM|17 A1	mouse chr17 8.66 cM|17 A1	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 B1.3|11 31.82 cM	mouse chr11 B1.3|11 31.82 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 C3|14 31.28 cM	mouse chr14 C3|14 31.28 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 E3|7 55.76 cM	mouse chr7 E3|7 55.76 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 F1|12 61.59 cM	mouse chr12 F1|12 61.59 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
